((-3.183543, 55.945988), (-3.182772, 55.945988), (-3.182772, 55.945552), (-3.183543, 55.945552), (-3.183543, 55.945988))
((-3.182772, 55.945988), (-3.1820009999999996, 55.945988), (-3.1820009999999996, 55.945552), (-3.182772, 55.945552), (-3.182772, 55.945988))
((-3.1820009999999996, 55.945988), (-3.18123, 55.945988), (-3.18123, 55.945552), (-3.1820009999999996, 55.945552), (-3.1820009999999996, 55.945988))
((-3.19665, 55.945552), (-3.195879, 55.945552), (-3.195879, 55.945116), (-3.19665, 55.945116), (-3.19665, 55.945552))
((-3.195879, 55.945552), (-3.195108, 55.945552), (-3.195108, 55.945116), (-3.195879, 55.945116), (-3.195879, 55.945552))
((-3.195108, 55.945552), (-3.194337, 55.945552), (-3.194337, 55.945116), (-3.195108, 55.945116), (-3.195108, 55.945552))
((-3.194337, 55.945552), (-3.193566, 55.945552), (-3.193566, 55.945116), (-3.194337, 55.945116), (-3.194337, 55.945552))
((-3.193566, 55.945552), (-3.192795, 55.945552), (-3.192795, 55.945116), (-3.193566, 55.945116), (-3.193566, 55.945552))
((-3.192795, 55.945552), (-3.192024, 55.945552), (-3.192024, 55.945116), (-3.192795, 55.945116), (-3.192795, 55.945552))
((-3.192024, 55.945552), (-3.191253, 55.945552), (-3.191253, 55.945116), (-3.192024, 55.945116), (-3.192024, 55.945552))
((-3.191253, 55.945552), (-3.190482, 55.945552), (-3.190482, 55.945116), (-3.191253, 55.945116), (-3.191253, 55.945552))
((-3.190482, 55.945552), (-3.189711, 55.945552), (-3.189711, 55.945116), (-3.190482, 55.945116), (-3.190482, 55.945552))
((-3.189711, 55.945552), (-3.1889399999999997, 55.945552), (-3.1889399999999997, 55.945116), (-3.189711, 55.945116), (-3.189711, 55.945552))
((-3.1889399999999997, 55.945552), (-3.188169, 55.945552), (-3.188169, 55.945116), (-3.1889399999999997, 55.945116), (-3.1889399999999997, 55.945552))
((-3.188169, 55.945552), (-3.187398, 55.945552), (-3.187398, 55.945116), (-3.188169, 55.945116), (-3.188169, 55.945552))
((-3.187398, 55.945552), (-3.1866269999999997, 55.945552), (-3.1866269999999997, 55.945116), (-3.187398, 55.945116), (-3.187398, 55.945552))
((-3.1866269999999997, 55.945552), (-3.185856, 55.945552), (-3.185856, 55.945116), (-3.1866269999999997, 55.945116), (-3.1866269999999997, 55.945552))
((-3.185856, 55.945552), (-3.185085, 55.945552), (-3.185085, 55.945116), (-3.185856, 55.945116), (-3.185856, 55.945552))
((-3.185085, 55.945552), (-3.1843139999999996, 55.945552), (-3.1843139999999996, 55.945116), (-3.185085, 55.945116), (-3.185085, 55.945552))
((-3.1843139999999996, 55.945552), (-3.183543, 55.945552), (-3.183543, 55.945116), (-3.1843139999999996, 55.945116), (-3.1843139999999996, 55.945552))
((-3.183543, 55.945552), (-3.182772, 55.945552), (-3.182772, 55.945116), (-3.183543, 55.945116), (-3.183543, 55.945552))
((-3.182772, 55.945552), (-3.1820009999999996, 55.945552), (-3.1820009999999996, 55.945116), (-3.182772, 55.945116), (-3.182772, 55.945552))
((-3.1820009999999996, 55.945552), (-3.18123, 55.945552), (-3.18123, 55.945116), (-3.1820009999999996, 55.945116), (-3.1820009999999996, 55.945552))
((-3.19665, 55.945116), (-3.195879, 55.945116), (-3.195879, 55.94468), (-3.19665, 55.94468), (-3.19665, 55.945116))
((-3.195879, 55.945116), (-3.195108, 55.945116), (-3.195108, 55.94468), (-3.195879, 55.94468), (-3.195879, 55.945116))
((-3.195108, 55.945116), (-3.194337, 55.945116), (-3.194337, 55.94468), (-3.195108, 55.94468), (-3.195108, 55.945116))
((-3.194337, 55.945116), (-3.193566, 55.945116), (-3.193566, 55.94468), (-3.194337, 55.94468), (-3.194337, 55.945116))
((-3.193566, 55.945116), (-3.192795, 55.945116), (-3.192795, 55.94468), (-3.193566, 55.94468), (-3.193566, 55.945116))
((-3.192795, 55.945116), (-3.192024, 55.945116), (-3.192024, 55.94468), (-3.192795, 55.94468), (-3.192795, 55.945116))
((-3.192024, 55.945116), (-3.191253, 55.945116), (-3.191253, 55.94468), (-3.192024, 55.94468), (-3.192024, 55.945116))
((-3.191253, 55.945116), (-3.190482, 55.945116), (-3.190482, 55.94468), (-3.191253, 55.94468), (-3.191253, 55.945116))
((-3.190482, 55.945116), (-3.189711, 55.945116), (-3.189711, 55.94468), (-3.190482, 55.94468), (-3.190482, 55.945116))
((-3.189711, 55.945116), (-3.1889399999999997, 55.945116), (-3.1889399999999997, 55.94468), (-3.189711, 55.94468), (-3.189711, 55.945116))
((-3.1889399999999997, 55.945116), (-3.188169, 55.945116), (-3.188169, 55.94468), (-3.1889399999999997, 55.94468), (-3.1889399999999997, 55.945116))
((-3.188169, 55.945116), (-3.187398, 55.945116), (-3.187398, 55.94468), (-3.188169, 55.94468), (-3.188169, 55.945116))
((-3.187398, 55.945116), (-3.1866269999999997, 55.945116), (-3.1866269999999997, 55.94468), (-3.187398, 55.94468), (-3.187398, 55.945116))
((-3.1866269999999997, 55.945116), (-3.185856, 55.945116), (-3.185856, 55.94468), (-3.1866269999999997, 55.94468), (-3.1866269999999997, 55.945116))
((-3.185856, 55.945116), (-3.185085, 55.945116), (-3.185085, 55.94468), (-3.185856, 55.94468), (-3.185856, 55.945116))
((-3.185085, 55.945116), (-3.1843139999999996, 55.945116), (-3.1843139999999996, 55.94468), (-3.185085, 55.94468), (-3.185085, 55.945116))
((-3.1843139999999996, 55.945116), (-3.183543, 55.945116), (-3.183543, 55.94468), (-3.1843139999999996, 55.94468), (-3.1843139999999996, 55.945116))
((-3.183543, 55.945116), (-3.182772, 55.945116), (-3.182772, 55.94468), (-3.183543, 55.94468), (-3.183543, 55.945116))
((-3.182772, 55.945116), (-3.1820009999999996, 55.945116), (-3.1820009999999996, 55.94468), (-3.182772, 55.94468), (-3.182772, 55.945116))
((-3.1820009999999996, 55.945116), (-3.18123, 55.945116), (-3.18123, 55.94468), (-3.1820009999999996, 55.94468), (-3.1820009999999996, 55.945116))
((-3.19665, 55.94468), (-3.195879, 55.94468), (-3.195879, 55.944244), (-3.19665, 55.944244), (-3.19665, 55.94468))
((-3.195879, 55.94468), (-3.195108, 55.94468), (-3.195108, 55.944244), (-3.195879, 55.944244), (-3.195879, 55.94468))
((-3.195108, 55.94468), (-3.194337, 55.94468), (-3.194337, 55.944244), (-3.195108, 55.944244), (-3.195108, 55.94468))
((-3.194337, 55.94468), (-3.193566, 55.94468), (-3.193566, 55.944244), (-3.194337, 55.944244), (-3.194337, 55.94468))
((-3.193566, 55.94468), (-3.192795, 55.94468), (-3.192795, 55.944244), (-3.193566, 55.944244), (-3.193566, 55.94468))
((-3.192795, 55.94468), (-3.192024, 55.94468), (-3.192024, 55.944244), (-3.192795, 55.944244), (-3.192795, 55.94468))
((-3.192024, 55.94468), (-3.191253, 55.94468), (-3.191253, 55.944244), (-3.192024, 55.944244), (-3.192024, 55.94468))
((-3.191253, 55.94468), (-3.190482, 55.94468), (-3.190482, 55.944244), (-3.191253, 55.944244), (-3.191253, 55.94468))
((-3.190482, 55.94468), (-3.189711, 55.94468), (-3.189711, 55.944244), (-3.190482, 55.944244), (-3.190482, 55.94468))
((-3.189711, 55.94468), (-3.1889399999999997, 55.94468), (-3.1889399999999997, 55.944244), (-3.189711, 55.944244), (-3.189711, 55.94468))
((-3.1889399999999997, 55.94468), (-3.188169, 55.94468), (-3.188169, 55.944244), (-3.1889399999999997, 55.944244), (-3.1889399999999997, 55.94468))
((-3.188169, 55.94468), (-3.187398, 55.94468), (-3.187398, 55.944244), (-3.188169, 55.944244), (-3.188169, 55.94468))
((-3.187398, 55.94468), (-3.1866269999999997, 55.94468), (-3.1866269999999997, 55.944244), (-3.187398, 55.944244), (-3.187398, 55.94468))
((-3.1866269999999997, 55.94468), (-3.185856, 55.94468), (-3.185856, 55.944244), (-3.1866269999999997, 55.944244), (-3.1866269999999997, 55.94468))
((-3.185856, 55.94468), (-3.185085, 55.94468), (-3.185085, 55.944244), (-3.185856, 55.944244), (-3.185856, 55.94468))
((-3.185085, 55.94468), (-3.1843139999999996, 55.94468), (-3.1843139999999996, 55.944244), (-3.185085, 55.944244), (-3.185085, 55.94468))
((-3.1843139999999996, 55.94468), (-3.183543, 55.94468), (-3.183543, 55.944244), (-3.1843139999999996, 55.944244), (-3.1843139999999996, 55.94468))
((-3.183543, 55.94468), (-3.182772, 55.94468), (-3.182772, 55.944244), (-3.183543, 55.944244), (-3.183543, 55.94468))
((-3.182772, 55.94468), (-3.1820009999999996, 55.94468), (-3.1820009999999996, 55.944244), (-3.182772, 55.944244), (-3.182772, 55.94468))
((-3.1820009999999996, 55.94468), (-3.18123, 55.94468), (-3.18123, 55.944244), (-3.1820009999999996, 55.944244), (-3.1820009999999996, 55.94468))
((-3.19665, 55.944244), (-3.195879, 55.944244), (-3.195879, 55.943808), (-3.19665, 55.943808), (-3.19665, 55.944244))
((-3.195879, 55.944244), (-3.195108, 55.944244), (-3.195108, 55.943808), (-3.195879, 55.943808), (-3.195879, 55.944244))
((-3.195108, 55.944244), (-3.194337, 55.944244), (-3.194337, 55.943808), (-3.195108, 55.943808), (-3.195108, 55.944244))
((-3.194337, 55.944244), (-3.193566, 55.944244), (-3.193566, 55.943808), (-3.194337, 55.943808), (-3.194337, 55.944244))
((-3.193566, 55.944244), (-3.192795, 55.944244), (-3.192795, 55.943808), (-3.193566, 55.943808), (-3.193566, 55.944244))
((-3.192795, 55.944244), (-3.192024, 55.944244), (-3.192024, 55.943808), (-3.192795, 55.943808), (-3.192795, 55.944244))
((-3.192024, 55.944244), (-3.191253, 55.944244), (-3.191253, 55.943808), (-3.192024, 55.943808), (-3.192024, 55.944244))
((-3.191253, 55.944244), (-3.190482, 55.944244), (-3.190482, 55.943808), (-3.191253, 55.943808), (-3.191253, 55.944244))
((-3.190482, 55.944244), (-3.189711, 55.944244), (-3.189711, 55.943808), (-3.190482, 55.943808), (-3.190482, 55.944244))
((-3.189711, 55.944244), (-3.1889399999999997, 55.944244), (-3.1889399999999997, 55.943808), (-3.189711, 55.943808), (-3.189711, 55.944244))
((-3.1889399999999997, 55.944244), (-3.188169, 55.944244), (-3.188169, 55.943808), (-3.1889399999999997, 55.943808), (-3.1889399999999997, 55.944244))
((-3.188169, 55.944244), (-3.187398, 55.944244), (-3.187398, 55.943808), (-3.188169, 55.943808), (-3.188169, 55.944244))
((-3.187398, 55.944244), (-3.1866269999999997, 55.944244), (-3.1866269999999997, 55.943808), (-3.187398, 55.943808), (-3.187398, 55.944244))
((-3.1866269999999997, 55.944244), (-3.185856, 55.944244), (-3.185856, 55.943808), (-3.1866269999999997, 55.943808), (-3.1866269999999997, 55.944244))
((-3.185856, 55.944244), (-3.185085, 55.944244), (-3.185085, 55.943808), (-3.185856, 55.943808), (-3.185856, 55.944244))
((-3.185085, 55.944244), (-3.1843139999999996, 55.944244), (-3.1843139999999996, 55.943808), (-3.185085, 55.943808), (-3.185085, 55.944244))
((-3.1843139999999996, 55.944244), (-3.183543, 55.944244), (-3.183543, 55.943808), (-3.1843139999999996, 55.943808), (-3.1843139999999996, 55.944244))
((-3.183543, 55.944244), (-3.182772, 55.944244), (-3.182772, 55.943808), (-3.183543, 55.943808), (-3.183543, 55.944244))
((-3.182772, 55.944244), (-3.1820009999999996, 55.944244), (-3.1820009999999996, 55.943808), (-3.182772, 55.943808), (-3.182772, 55.944244))
((-3.1820009999999996, 55.944244), (-3.18123, 55.944244), (-3.18123, 55.943808), (-3.1820009999999996, 55.943808), (-3.1820009999999996, 55.944244))
((-3.19665, 55.943808), (-3.195879, 55.943808), (-3.195879, 55.943372), (-3.19665, 55.943372), (-3.19665, 55.943808))
((-3.195879, 55.943808), (-3.195108, 55.943808), (-3.195108, 55.943372), (-3.195879, 55.943372), (-3.195879, 55.943808))
((-3.195108, 55.943808), (-3.194337, 55.943808), (-3.194337, 55.943372), (-3.195108, 55.943372), (-3.195108, 55.943808))
((-3.194337, 55.943808), (-3.193566, 55.943808), (-3.193566, 55.943372), (-3.194337, 55.943372), (-3.194337, 55.943808))
((-3.193566, 55.943808), (-3.192795, 55.943808), (-3.192795, 55.943372), (-3.193566, 55.943372), (-3.193566, 55.943808))
((-3.192795, 55.943808), (-3.192024, 55.943808), (-3.192024, 55.943372), (-3.192795, 55.943372), (-3.192795, 55.943808))
((-3.192024, 55.943808), (-3.191253, 55.943808), (-3.191253, 55.943372), (-3.192024, 55.943372), (-3.192024, 55.943808))
((-3.191253, 55.943808), (-3.190482, 55.943808), (-3.190482, 55.943372), (-3.191253, 55.943372), (-3.191253, 55.943808))
((-3.190482, 55.943808), (-3.189711, 55.943808), (-3.189711, 55.943372), (-3.190482, 55.943372), (-3.190482, 55.943808))
((-3.189711, 55.943808), (-3.1889399999999997, 55.943808), (-3.1889399999999997, 55.943372), (-3.189711, 55.943372), (-3.189711, 55.943808))
((-3.1889399999999997, 55.943808), (-3.188169, 55.943808), (-3.188169, 55.943372), (-3.1889399999999997, 55.943372), (-3.1889399999999997, 55.943808))
((-3.188169, 55.943808), (-3.187398, 55.943808), (-3.187398, 55.943372), (-3.188169, 55.943372), (-3.188169, 55.943808))
((-3.187398, 55.943808), (-3.1866269999999997, 55.943808), (-3.1866269999999997, 55.943372), (-3.187398, 55.943372), (-3.187398, 55.943808))
((-3.1866269999999997, 55.943808), (-3.185856, 55.943808), (-3.185856, 55.943372), (-3.1866269999999997, 55.943372), (-3.1866269999999997, 55.943808))
((-3.185856, 55.943808), (-3.185085, 55.943808), (-3.185085, 55.943372), (-3.185856, 55.943372), (-3.185856, 55.943808))
((-3.185085, 55.943808), (-3.1843139999999996, 55.943808), (-3.1843139999999996, 55.943372), (-3.185085, 55.943372), (-3.185085, 55.943808))
((-3.1843139999999996, 55.943808), (-3.183543, 55.943808), (-3.183543, 55.943372), (-3.1843139999999996, 55.943372), (-3.1843139999999996, 55.943808))
((-3.183543, 55.943808), (-3.182772, 55.943808), (-3.182772, 55.943372), (-3.183543, 55.943372), (-3.183543, 55.943808))
((-3.182772, 55.943808), (-3.1820009999999996, 55.943808), (-3.1820009999999996, 55.943372), (-3.182772, 55.943372), (-3.182772, 55.943808))
((-3.1820009999999996, 55.943808), (-3.18123, 55.943808), (-3.18123, 55.943372), (-3.1820009999999996, 55.943372), (-3.1820009999999996, 55.943808))
((-3.19665, 55.943372), (-3.195879, 55.943372), (-3.195879, 55.942935999999996), (-3.19665, 55.942935999999996), (-3.19665, 55.943372))
((-3.195879, 55.943372), (-3.195108, 55.943372), (-3.195108, 55.942935999999996), (-3.195879, 55.942935999999996), (-3.195879, 55.943372))
((-3.195108, 55.943372), (-3.194337, 55.943372), (-3.194337, 55.942935999999996), (-3.195108, 55.942935999999996), (-3.195108, 55.943372))
((-3.194337, 55.943372), (-3.193566, 55.943372), (-3.193566, 55.942935999999996), (-3.194337, 55.942935999999996), (-3.194337, 55.943372))
((-3.193566, 55.943372), (-3.192795, 55.943372), (-3.192795, 55.942935999999996), (-3.193566, 55.942935999999996), (-3.193566, 55.943372))
((-3.192795, 55.943372), (-3.192024, 55.943372), (-3.192024, 55.942935999999996), (-3.192795, 55.942935999999996), (-3.192795, 55.943372))
((-3.192024, 55.943372), (-3.191253, 55.943372), (-3.191253, 55.942935999999996), (-3.192024, 55.942935999999996), (-3.192024, 55.943372))
((-3.191253, 55.943372), (-3.190482, 55.943372), (-3.190482, 55.942935999999996), (-3.191253, 55.942935999999996), (-3.191253, 55.943372))
((-3.190482, 55.943372), (-3.189711, 55.943372), (-3.189711, 55.942935999999996), (-3.190482, 55.942935999999996), (-3.190482, 55.943372))
((-3.189711, 55.943372), (-3.1889399999999997, 55.943372), (-3.1889399999999997, 55.942935999999996), (-3.189711, 55.942935999999996), (-3.189711, 55.943372))
((-3.1889399999999997, 55.943372), (-3.188169, 55.943372), (-3.188169, 55.942935999999996), (-3.1889399999999997, 55.942935999999996), (-3.1889399999999997, 55.943372))
((-3.188169, 55.943372), (-3.187398, 55.943372), (-3.187398, 55.942935999999996), (-3.188169, 55.942935999999996), (-3.188169, 55.943372))
((-3.187398, 55.943372), (-3.1866269999999997, 55.943372), (-3.1866269999999997, 55.942935999999996), (-3.187398, 55.942935999999996), (-3.187398, 55.943372))
((-3.1866269999999997, 55.943372), (-3.185856, 55.943372), (-3.185856, 55.942935999999996), (-3.1866269999999997, 55.942935999999996), (-3.1866269999999997, 55.943372))
((-3.185856, 55.943372), (-3.185085, 55.943372), (-3.185085, 55.942935999999996), (-3.185856, 55.942935999999996), (-3.185856, 55.943372))
((-3.185085, 55.943372), (-3.1843139999999996, 55.943372), (-3.1843139999999996, 55.942935999999996), (-3.185085, 55.942935999999996), (-3.185085, 55.943372))
((-3.1843139999999996, 55.943372), (-3.183543, 55.943372), (-3.183543, 55.942935999999996), (-3.1843139999999996, 55.942935999999996), (-3.1843139999999996, 55.943372))
((-3.183543, 55.943372), (-3.182772, 55.943372), (-3.182772, 55.942935999999996), (-3.183543, 55.942935999999996), (-3.183543, 55.943372))
((-3.182772, 55.943372), (-3.1820009999999996, 55.943372), (-3.1820009999999996, 55.942935999999996), (-3.182772, 55.942935999999996), (-3.182772, 55.943372))
((-3.1820009999999996, 55.943372), (-3.18123, 55.943372), (-3.18123, 55.942935999999996), (-3.1820009999999996, 55.942935999999996), (-3.1820009999999996, 55.943372))
((-3.19665, 55.942935999999996), (-3.195879, 55.942935999999996), (-3.195879, 55.942499999999995), (-3.19665, 55.942499999999995), (-3.19665, 55.942935999999996))
((-3.195879, 55.942935999999996), (-3.195108, 55.942935999999996), (-3.195108, 55.942499999999995), (-3.195879, 55.942499999999995), (-3.195879, 55.942935999999996))
((-3.195108, 55.942935999999996), (-3.194337, 55.942935999999996), (-3.194337, 55.942499999999995), (-3.195108, 55.942499999999995), (-3.195108, 55.942935999999996))
((-3.194337, 55.942935999999996), (-3.193566, 55.942935999999996), (-3.193566, 55.942499999999995), (-3.194337, 55.942499999999995), (-3.194337, 55.942935999999996))
((-3.193566, 55.942935999999996), (-3.192795, 55.942935999999996), (-3.192795, 55.942499999999995), (-3.193566, 55.942499999999995), (-3.193566, 55.942935999999996))
((-3.192795, 55.942935999999996), (-3.192024, 55.942935999999996), (-3.192024, 55.942499999999995), (-3.192795, 55.942499999999995), (-3.192795, 55.942935999999996))
((-3.192024, 55.942935999999996), (-3.191253, 55.942935999999996), (-3.191253, 55.942499999999995), (-3.192024, 55.942499999999995), (-3.192024, 55.942935999999996))
((-3.191253, 55.942935999999996), (-3.190482, 55.942935999999996), (-3.190482, 55.942499999999995), (-3.191253, 55.942499999999995), (-3.191253, 55.942935999999996))
((-3.190482, 55.942935999999996), (-3.189711, 55.942935999999996), (-3.189711, 55.942499999999995), (-3.190482, 55.942499999999995), (-3.190482, 55.942935999999996))
((-3.189711, 55.942935999999996), (-3.1889399999999997, 55.942935999999996), (-3.1889399999999997, 55.942499999999995), (-3.189711, 55.942499999999995), (-3.189711, 55.942935999999996))
((-3.1889399999999997, 55.942935999999996), (-3.188169, 55.942935999999996), (-3.188169, 55.942499999999995), (-3.1889399999999997, 55.942499999999995), (-3.1889399999999997, 55.942935999999996))
((-3.188169, 55.942935999999996), (-3.187398, 55.942935999999996), (-3.187398, 55.942499999999995), (-3.188169, 55.942499999999995), (-3.188169, 55.942935999999996))
((-3.187398, 55.942935999999996), (-3.1866269999999997, 55.942935999999996), (-3.1866269999999997, 55.942499999999995), (-3.187398, 55.942499999999995), (-3.187398, 55.942935999999996))
((-3.1866269999999997, 55.942935999999996), (-3.185856, 55.942935999999996), (-3.185856, 55.942499999999995), (-3.1866269999999997, 55.942499999999995), (-3.1866269999999997, 55.942935999999996))
((-3.185856, 55.942935999999996), (-3.185085, 55.942935999999996), (-3.185085, 55.942499999999995), (-3.185856, 55.942499999999995), (-3.185856, 55.942935999999996))
